customer_id,age_customer,gender_customer,area_customer,last_active_customer,account_status_customer,latitude_customer,longitude_customer,address_text_customer,location_type_customer,floor_number_customer,distance_radius_km_customer,preferred_day_customer,preferred_time_slot_customer,availability_start_time_customer,availability_end_time_customer,urgency_level_customer,time_sensitivity_level_customer,preferred_service_customer,service_category_customer,custom_task_description_customer,experience_expectation_customer,language_preference_customer,budget_min_customer,budget_max_customer,discount_sensitive_customer,weather_sensitive_customer,peak_hour_flag_customer,location_sensitivity_customer,profile_image_path_customer,voice_note_path_customer,voice_note_duration_sec_customer,customer_rating_given_to_worker average,customer_rating_given_to_worker,total_bookings_customer,last_booking_date_customer,cancellation_customer,cancellation_average_customer,worker_id,full_name,phone_number,email,password_hash,account_status,signup_date,last_login,worker_latitude,worker_longitude,service_city,service_area,service_radius_km,primary_skill,secondary_skills,service_category,skill_level,years_of_experience,licensed_worker,available_days,available_start_time,available_end_time,emergency_available,peak_hour_available,base_service_price,visit_charges,price_negotiable,average_price_range,cnic_number,cnic_front_image_path,cnic_back_image_path,certificate_uploaded,certificate_type,background_verification_status,trust_score,total_jobs_completed,total_jobs_cancelled,late_arrival_count,warning_count,blocked_status,working_rating_given_to_customer_avg,working_rating_given_to_customer,total_reviews,negative_review_count,wallet_balance,platform_commission_rate,total_earnings,pending_payout,last_wallet_deduction,ai_recommendation_score,high_demand_skills,earning_potential_score,profile_image_path,intro_video_path,work_sample_images_path,chat_enabled,media_upload_enabled,data_source,record_last_updated
CUST-5823,25,Female,Allama Iqbal Town,17/10/2025,Active,31.484198,74.297518,"House 406, Block C, Allama Iqbal Town, Lahore",Home,0,6.5,Wednesday,Night,9:00,16:30,Medium,Medium,Electrician,Electrical,Multiple items need attention,Expert,Urdu,900,10000,No,Yes,No,Medium,profiles/cust-5823.jpg,voice_notes/cust-5823_note.mp3,41,1.8,3.6,75,01/11/2025,5,0.07,WRK004823,Noman Orakzai,3021404765,noman.orakzai61@yahoo.com,5a2a6422f064e0feae70997b28faad6b6a36022df0a7a5f6ac6f7df567bbd744,inactive,16/03/2024,10/04/2024 13:42,31.631772,74.245651,Lahore,Garden Town,4,Septic Tank,Wood Repair|Solar Panel|Window Cleaning,Plumber,Intermediate,23,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday",8:45:00,20:45:00,No,Yes,2800,300,No,PKR 2800-3300,20676-2677603-6,documents/cnic/front/WRK004823_front.jpg,documents/cnic/back/WRK004823_back.jpg,No,Professional License,verified,5.2,471,38,46,3,No,3.8,3.9,179,20,41735.48,15,871120.21,27915.5,07/02/2025 20:44,0.791,Yes,0.431,images/workers/profiles/WRK004823.jpg,videos/workers/intro/WRK004823.mp4,images/workers/samples/WRK004823_1.jpg|images/workers/samples/WRK004823_2.jpg|images/workers/samples/WRK004823_3.jpg,Yes,Yes,worker_onboarding_portal,08/02/2025 7:41
CUST-5824,62,Female,Shadman,09/10/2025,Active,31.536443,74.340965,"House 167, Block G, Shadman, Lahore",Warehouse,0,5,Friday,Evening,8:00,14:30,Medium,Medium,Cleaner,Cleaning,Inspection and report required first,Intermediate,English,1500,18900,Yes,No,No,Medium,profiles/cust-5824.jpg,voice_notes/cust-5824_note.mp3,89,2.8,4.2,109,06/02/2026,28,0.26,WRK004824,Ali Dar,3021914884,ali.dar512@yahoo.com,e3556059f3a06aa8e1344b572d0a6a9b71b03a843c142cff648e7a75d701eda4,active,27/11/2023,22/12/2024 1:43,31.591093,74.381234,Lahore,Cantt,11,Wardrobe Making,AC Repair,Carpenter,Expert,16,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday",9:00:00,20:15:00,No,Yes,4300,300,No,PKR 4300-6300,53141-2847234-2,documents/cnic/front/WRK004824_front.jpg,documents/cnic/back/WRK004824_back.jpg,No,NVQ Certificate,pending,4.7,407,10,21,3,No,2.5,4.2,357,1,38684.22,10,321962.7,14928.29,19/08/2024 2:20,0.723,No,0.744,images/workers/profiles/WRK004824.jpg,videos/workers/intro/WRK004824.mp4,images/workers/samples/WRK004824_1.jpg|images/workers/samples/WRK004824_2.jpg|images/workers/samples/WRK004824_3.jpg,Yes,Yes,worker_onboarding_portal,03/07/2024 20:59
CUST-5825,40,Male,Mall Road,02/04/2025,Active,31.558423,74.312751,"House 335, Block D, Mall Road, Lahore",Home,0,13.2,Any,Evening,7:00,15:00,Medium,Medium,Cleaner,Cleaning,Full renovation of the area,Expert,Urdu,1800,12500,Yes,No,No,Medium,profiles/cust-5825.jpg,voice_notes/cust-5825_note.mp3,58,4.9,1.4,20,21/12/2025,6,0.3,WRK004825,Owais Karim,3116257738,owais.karim604@outlook.com,dc5e2ba75cc843f46d6b4ce74b77a95fcc7c540c052c32c08e18007ec5f8cd8d,inactive,29/10/2021,17/07/2024 21:57,31.46104,74.368316,Lahore,Mozang,13,AC Repair,Pipe Fitting|Window Cleaning|Sofa Cleaning,Electrician,Intermediate,11,Yes,"Monday,Wednesday,Friday",6:45:00,21:30:00,No,Yes,600,550,No,PKR 600-1100,32504-4069833-2,documents/cnic/front/WRK004825_front.jpg,documents/cnic/back/WRK004825_back.jpg,No,Diploma in Trade,verified,9.5,637,82,6,2,No,2.7,4.1,387,6,16314.88,20,376142.31,26335.07,27/12/2021 5:06,0.667,No,0.945,images/workers/profiles/WRK004825.jpg,videos/workers/intro/WRK004825.mp4,images/workers/samples/WRK004825_1.jpg|images/workers/samples/WRK004825_2.jpg|images/workers/samples/WRK004825_3.jpg,Yes,Yes,worker_onboarding_portal,15/11/2021 23:15
CUST-5826,22,Female,Gulberg I,27/09/2025,Active,31.519992,74.342262,"House 261, Block G, Gulberg I, Lahore",Home,0,11.8,Wednesday,Afternoon,10:30,14:30,Low,Medium,Cleaner,Cleaning,Basic touch up work required,Expert,Urdu,1500,17500,No,Yes,Yes,Low,profiles/cust-5826.jpg,voice_notes/cust-5826_note.mp3,28,1.9,4.2,76,06/10/2025,16,0.21,WRK004826,Amjad Qureshi,3238261911,amjad.qureshi102@hotmail.com,19ddd18dec42f46003609758aaa82eb3ae9ca388d115d4b9f795ae500ec73844,active,30/06/2025,09/01/2026 0:42,31.595269,74.371916,Lahore,Askari,6,Door Installation,Sofa Cleaning|Floor Mopping|Panel Installation,Carpenter,Master,12,No,"Tuesday,Thursday,Saturday",7:00:00,21:45:00,Yes,Yes,3900,250,No,PKR 3900-5900,49512-9794400-4,documents/cnic/front/WRK004826_front.jpg,documents/cnic/back/WRK004826_back.jpg,Yes,NAVTTC Certificate,verified,3.6,228,24,11,3,No,2.5,3.2,189,17,24806.33,20,897868.1,49412.54,01/01/2026 3:44,0.524,Yes,0.429,images/workers/profiles/WRK004826.jpg,videos/workers/intro/WRK004826.mp4,images/workers/samples/WRK004826_1.jpg|images/workers/samples/WRK004826_2.jpg|images/workers/samples/WRK004826_3.jpg,Yes,Yes,worker_onboarding_portal,25/10/2025 5:26
CUST-5827,57,Female,Kot Lakhpat,25/02/2025,Active,31.452335,74.286125,"House 471, Block C, Kot Lakhpat, Lahore",Warehouse,0,9.3,Friday,Evening,16:30,19:30,Medium,High,Electrician,Electrical,"Need urgent repair, system not working at all",Beginner,English,800,6800,No,No,No,High,profiles/cust-5827.jpg,voice_notes/cust-5827_note.mp3,73,3.8,4.5,55,28/10/2025,18,0.33,WRK004827,Kamran Cheema,3405741356,kamran.cheema894@yahoo.com,7e67cd6e8e047b6ac2289e1f9cb2dec283e6bfd1e84b841782d4ccd9fd052b17,active,24/06/2024,15/05/2025 4:19,31.603245,74.410866,Lahore,Bahria Town,5,Window Cleaning,Switch Board|Generator,Cleaner,Expert,4,No,"Monday,Tuesday,Wednesday,Thursday,Friday",8:00:00,18:15:00,No,Yes,1900,550,No,PKR 1900-2400,30299-3293112-7,documents/cnic/front/WRK004827_front.jpg,documents/cnic/back/WRK004827_back.jpg,No,None,not_submitted,3.1,788,49,9,4,No,2.9,4.5,762,22,35043.1,12,596284.91,19932.66,28/09/2024 10:09,0.471,Yes,0.999,images/workers/profiles/WRK004827.jpg,videos/workers/intro/WRK004827.mp4,images/workers/samples/WRK004827_1.jpg|images/workers/samples/WRK004827_2.jpg|images/workers/samples/WRK004827_3.jpg,Yes,Yes,worker_onboarding_portal,16/10/2024 8:44
CUST-5828,45,Female,Multan Road,07/03/2025,Active,31.467124,74.287552,"House 429, Block C, Multan Road, Lahore",Apartment,6,17.1,Thursday,Morning,9:00,12:00,Medium,Medium,Carpenter,Carpentry,Basic touch up work required,Expert,Urdu,5000,15300,No,Yes,No,Low,profiles/cust-5828.jpg,voice_notes/cust-5828_note.mp3,61,3.6,4.2,75,17/10/2025,24,0.32,WRK004828,Ehsan Chishti,3002672315,ehsan.chishti229@outlook.com,ea30a04b21f395f161b2349f70ed3d0eb69b678ed0497d2d8c3c01cdd0d8caa7,suspended,15/03/2021,08/07/2022 1:36,31.542459,74.359783,Lahore,Shalamar,9,Pipe Fitting,Sofa Cleaning,Plumber,Intermediate,22,Yes,"Tuesday,Thursday,Saturday",7:45:00,18:00:00,No,No,3600,250,No,PKR 3600-4100,40689-8438334-4,documents/cnic/front/WRK004828_front.jpg,documents/cnic/back/WRK004828_back.jpg,No,Professional License,verified,7.7,748,15,33,2,No,3,3.7,421,43,34082.36,20,1399994.73,48021.54,13/09/2024 0:19,0.743,No,0.959,images/workers/profiles/WRK004828.jpg,videos/workers/intro/WRK004828.mp4,images/workers/samples/WRK004828_1.jpg|images/workers/samples/WRK004828_2.jpg|images/workers/samples/WRK004828_3.jpg,No,Yes,worker_onboarding_portal,10/02/2026 13:47
CUST-5829,42,Male,Shalimar,07/07/2025,Inactive,31.605942,74.304294,"House 12, Block D, Shalimar, Lahore",Home,0,5.5,Any,Evening,12:30,19:30,Medium,Medium,Plumber,Plumbing,Require premium quality work,Expert,Urdu,300,4600,Yes,Yes,Yes,Medium,profiles/cust-5829.jpg,voice_notes/cust-5829_note.mp3,20,4.2,1.7,36,04/01/2026,3,0.08,WRK004829,Imran Ismail,3029791075,imran.ismail843@hotmail.com,27a9ddaef3f16df37618e64620b5021e3387aa6bc7f080b3a3ae0ab40e465ec8,active,27/08/2024,21/12/2025 12:58,31.477579,74.270582,Lahore,Ichhra,14,Kitchen Cleaning,Drainage,Cleaner,Expert,4,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:00:00,18:45:00,No,Yes,3800,100,Yes,PKR 3800-5800,37740-6882905-6,documents/cnic/front/WRK004829_front.jpg,documents/cnic/back/WRK004829_back.jpg,No,None,verified,9.1,729,70,25,1,No,3.4,4.6,528,71,1084.61,12,444864.53,40212.02,24/10/2024 4:27,0.917,Yes,0.379,images/workers/profiles/WRK004829.jpg,videos/workers/intro/WRK004829.mp4,images/workers/samples/WRK004829_1.jpg|images/workers/samples/WRK004829_2.jpg|images/workers/samples/WRK004829_3.jpg,Yes,Yes,worker_onboarding_portal,26/10/2024 10:24
CUST-5830,43,Female,Bahria Town,10/09/2025,Suspended,31.365929,74.187639,"House 371, Block K, Bahria Town, Lahore",Home,0,6.2,Tuesday,Any,11:00,19:30,Low,Medium,Carpenter,Carpentry,Seasonal maintenance before summer,No Preference,English,1500,9800,No,No,No,High,profiles/cust-5830.jpg,voice_notes/cust-5830_note.mp3,45,4.9,4.1,24,28/11/2025,2,0.08,WRK004830,Aamir Malik,3417403600,aamir.malik151@gmail.com,d21dd80ec7c1550f5b08c273b27f2d3ca2a80b9a4bd7efdfb5681104a7d8b090,inactive,07/04/2020,01/01/2022 3:03,31.57892,74.280394,Lahore,DHA Phase 3,14,Tap Replacement,Panel Installation|Meter Reading,Plumber,Beginner,10,No,"Monday,Tuesday,Thursday,Friday,Saturday",8:45:00,18:30:00,No,Yes,2000,500,Yes,PKR 2000-2500,26471-6015104-1,documents/cnic/front/WRK004830_front.jpg,documents/cnic/back/WRK004830_back.jpg,No,ITI Certificate,failed,5,479,57,32,0,Yes,4.3,4.3,285,23,18355.48,15,1476103.95,109592.13,24/02/2026 1:10,0.525,No,0.761,images/workers/profiles/WRK004830.jpg,videos/workers/intro/WRK004830.mp4,images/workers/samples/WRK004830_1.jpg|images/workers/samples/WRK004830_2.jpg|images/workers/samples/WRK004830_3.jpg,Yes,Yes,worker_onboarding_portal,19/05/2024 4:19
CUST-5831,61,Female,Wapda Town,07/08/2025,Suspended,31.456511,74.29164,"House 278, Block A, Wapda Town, Lahore",Home,0,6.4,Any,Afternoon,13:00,15:00,Low,Medium,Carpenter,Carpentry,Regular maintenance checkup required,Expert,Urdu,1100,8900,Yes,No,No,Medium,profiles/cust-5831.jpg,voice_notes/cust-5831_note.mp3,83,1.8,2.1,107,07/02/2026,12,0.11,WRK004831,Azhar Syed,3344920764,azhar.syed130@yahoo.com,9bf90228a4bd43234658fa2a21f43fc365d48a86731bc049f6741905ca02af3b,pending_verification,29/08/2024,27/07/2025 1:06,31.543745,74.411432,Lahore,Faisal Town,2,Switch Board,Sofa Cleaning|Floor Mopping|Wood Polish,Electrician,Expert,13,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",8:30:00,17:45:00,No,Yes,3900,100,Yes,PKR 3900-4900,49112-1696332-2,documents/cnic/front/WRK004831_front.jpg,documents/cnic/back/WRK004831_back.jpg,Yes,None,pending,5.5,309,27,5,0,No,4.5,4.9,106,14,44880.78,20,1435978.99,129897.19,01/06/2025 12:56,0.759,No,0.869,images/workers/profiles/WRK004831.jpg,videos/workers/intro/WRK004831.mp4,images/workers/samples/WRK004831_1.jpg|images/workers/samples/WRK004831_2.jpg|images/workers/samples/WRK004831_3.jpg,Yes,Yes,worker_onboarding_portal,06/12/2024 23:40
CUST-5832,65,Male,Kot Lakhpat,19/06/2025,Active,31.451233,74.284029,"House 141, Block F, Kot Lakhpat, Lahore",Home,0,2.3,Friday,Any,7:30,15:30,High,Low,Electrician,Electrical,Follow-up visit from previous service,Beginner,English,1500,6900,No,Yes,No,Medium,profiles/cust-5832.jpg,voice_notes/cust-5832_note.mp3,19,2.6,2.5,113,24/10/2025,24,0.21,WRK004832,Haider Siddiqui,3517439064,haider.siddiqui43@outlook.com,903a6ecf1159af313287a0aaf58571b24497d3e62e0b8f41502ef51c9edf39b8,suspended,08/05/2020,19/07/2021 7:36,31.543827,74.285727,Lahore,Garden Town,10,Wood Repair,Carpet Cleaning|Solar Panel,Carpenter,Master,21,Yes,"Monday,Wednesday,Friday",7:30:00,18:45:00,Yes,Yes,2100,200,No,PKR 2100-3100,27387-7446835-6,documents/cnic/front/WRK004832_front.jpg,documents/cnic/back/WRK004832_back.jpg,Yes,Trade Test Certificate,verified,7.8,746,66,7,2,No,4.9,3.1,349,18,8182.24,18,296873.94,25410.92,04/03/2023 21:29,0.557,No,0.331,images/workers/profiles/WRK004832.jpg,videos/workers/intro/WRK004832.mp4,images/workers/samples/WRK004832_1.jpg|images/workers/samples/WRK004832_2.jpg|images/workers/samples/WRK004832_3.jpg,Yes,No,worker_onboarding_portal,15/12/2021 12:59
CUST-5833,50,Male,Krishan Nagar,19/08/2025,Suspended,31.54736,74.345862,"House 358, Block K, Krishan Nagar, Lahore",Home,0,8.4,Saturday,Afternoon,14:00,20:00,Medium,Medium,Carpenter,Carpentry,"Minor fix, should be quick",Intermediate,Urdu,1900,22000,Yes,No,No,Low,profiles/cust-5833.jpg,voice_notes/cust-5833_note.mp3,7,2.1,1.6,46,31/01/2026,1,0.02,WRK004833,Qasim Karim,3513109000,qasim.karim598@hotmail.com,0a3b0b3a5997e0193fdc9abf1261277bffffe14d180237f496a0015c8b87ff5d,active,14/02/2025,20/02/2025 12:37,31.616049,74.273021,Lahore,GT Road,15,Wiring,Post-Construction,Electrician,Expert,17,No,"Wednesday,Thursday,Friday,Saturday,Sunday",6:30:00,21:45:00,No,Yes,3500,550,No,PKR 3500-5000,15547-2633448-6,documents/cnic/front/WRK004833_front.jpg,documents/cnic/back/WRK004833_back.jpg,Yes,NVQ Certificate,not_submitted,9.1,162,8,0,0,No,4.4,4.6,68,5,14235.74,18,379419.6,19970.54,07/08/2025 8:10,0.523,Yes,0.58,images/workers/profiles/WRK004833.jpg,videos/workers/intro/WRK004833.mp4,images/workers/samples/WRK004833_1.jpg|images/workers/samples/WRK004833_2.jpg|images/workers/samples/WRK004833_3.jpg,Yes,Yes,worker_onboarding_portal,03/02/2026 7:39
CUST-5834,39,Male,Gulberg I,10/11/2025,Active,31.519542,74.342183,"House 131, Street 2, Gulberg I, Lahore",Office,0,13.8,Saturday,Any,16:00,20:30,Low,High,Cleaner,Cleaning,Scheduled service for weekend,Beginner,English,1100,13700,Yes,No,Yes,Medium,profiles/cust-5834.jpg,voice_notes/cust-5834_note.mp3,56,4.6,1.7,75,26/11/2025,19,0.25,WRK004834,Imran Qureshi,3221074277,imran.qureshi5@outlook.com,1feb42868d18e1e62ca6c195e39d4b0b1ca5cac9e014156e7a936531164467c6,suspended,21/11/2021,28/12/2021 7:46,31.491805,74.321555,Lahore,Garden Town,13,Leak Repair,Shelf Fitting|Wardrobe Making,Plumber,Expert,16,No,"Monday,Tuesday,Wednesday,Thursday,Friday",7:00:00,20:45:00,No,Yes,2600,550,No,PKR 2600-3100,47796-8574319-1,documents/cnic/front/WRK004834_front.jpg,documents/cnic/back/WRK004834_back.jpg,Yes,Diploma in Trade,verified,3.4,507,48,20,3,No,4.9,3.4,421,6,27136.31,20,1349729.86,70531.48,21/07/2022 5:26,0.792,No,0.75,images/workers/profiles/WRK004834.jpg,videos/workers/intro/WRK004834.mp4,images/workers/samples/WRK004834_1.jpg|images/workers/samples/WRK004834_2.jpg|images/workers/samples/WRK004834_3.jpg,Yes,Yes,worker_onboarding_portal,10/11/2022 13:25
CUST-5835,45,Male,Mozang,29/07/2025,Inactive,31.546527,74.320041,"House 237, Block A, Mozang, Lahore",Office,0,6.6,Thursday,Night,8:00,16:00,Medium,High,Electrician,Electrical,Multiple items need attention,Intermediate,English,1100,4300,Yes,No,Yes,Low,profiles/cust-5835.jpg,voice_notes/cust-5835_note.mp3,39,2.8,3.8,48,08/01/2026,3,0.06,WRK004835,Sohail Cheema,3009631671,sohail.cheema176@hotmail.com,583553c8c8c138e596029d8e4989ca2c8eb83051d63d85fe9e349428d4adceb5,active,15/10/2021,10/09/2025 4:41,31.482784,74.289363,Lahore,New Garden Town,15,Panel Installation,Sofa Cleaning|Leak Repair|Post-Construction,Electrician,Expert,22,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",9:15:00,19:15:00,Yes,Yes,3200,300,No,PKR 3200-5200,50950-7438132-2,documents/cnic/front/WRK004835_front.jpg,documents/cnic/back/WRK004835_back.jpg,No,NAVTTC Certificate,pending,3.4,156,3,15,2,No,4.6,4.1,91,4,28544.48,15,472245.51,6342.55,02/08/2025 21:33,0.938,Yes,0.43,images/workers/profiles/WRK004835.jpg,videos/workers/intro/WRK004835.mp4,images/workers/samples/WRK004835_1.jpg|images/workers/samples/WRK004835_2.jpg|images/workers/samples/WRK004835_3.jpg,No,Yes,worker_onboarding_portal,13/11/2025 9:27
CUST-5836,63,Female,Gulberg II,19/12/2025,Suspended,31.513462,74.35036,"House 258, Block J, Gulberg II, Lahore",Home,0,4.2,Thursday,Night,10:30,16:30,High,Medium,Cleaner,Cleaning,Multiple items need attention,Beginner,English,1500,16700,Yes,No,No,High,profiles/cust-5836.jpg,voice_notes/cust-5836_note.mp3,78,2.2,4.1,65,18/11/2025,5,0.08,WRK004836,Saad Ali,3407345352,saad.ali538@outlook.com,970c37326a30f26790c8f707896ddd3613d92dcdf50a6c38d979e0b0381fede5,active,15/05/2024,27/08/2025 13:42,31.471345,74.390489,Lahore,Township,6,Water Heater,Furniture Making|Wood Polish|Door Installation,Plumber,Master,25,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",7:00:00,18:45:00,No,No,1600,250,Yes,PKR 1600-2100,20470-9599755-8,documents/cnic/front/WRK004836_front.jpg,documents/cnic/back/WRK004836_back.jpg,No,None,not_submitted,7.4,767,87,21,5,No,2.9,3.7,510,2,5832.47,20,230131.41,9180.32,13/11/2024 5:21,0.618,Yes,0.62,images/workers/profiles/WRK004836.jpg,videos/workers/intro/WRK004836.mp4,images/workers/samples/WRK004836_1.jpg|images/workers/samples/WRK004836_2.jpg|images/workers/samples/WRK004836_3.jpg,Yes,No,worker_onboarding_portal,22/09/2024 21:25
CUST-5837,54,Male,Mughalpura,02/08/2025,Suspended,31.572643,74.351021,"House 134, Block A, Mughalpura, Lahore",Other,0,3.8,Saturday,Evening,9:00,13:30,Medium,High,Plumber,Plumbing,Multiple items need attention,No Preference,English,700,7400,Yes,No,No,High,profiles/cust-5837.jpg,voice_notes/cust-5837_note.mp3,30,1.3,3.6,4,29/01/2026,1,0.25,WRK004837,Sajid Siddiqui,3015113032,sajid.siddiqui997@outlook.com,626848bd19edec9a3eae90ddb0e6b1cbc3722a73e5bf7f4072893a81c7dd8c66,active,27/03/2020,02/03/2024 19:01,31.644828,74.409689,Lahore,Ravi Road,14,Kitchen Cleaning,Door Installation,Cleaner,Intermediate,3,Yes,"Saturday,Sunday",9:00:00,19:15:00,No,No,3700,300,Yes,PKR 3700-5700,18842-1319699-5,documents/cnic/front/WRK004837_front.jpg,documents/cnic/back/WRK004837_back.jpg,Yes,Trade Test Certificate,not_submitted,5.4,398,46,15,1,No,3.6,5,331,42,49170.11,10,653989.72,14176.46,26/05/2023 22:32,0.497,No,0.649,images/workers/profiles/WRK004837.jpg,videos/workers/intro/WRK004837.mp4,images/workers/samples/WRK004837_1.jpg|images/workers/samples/WRK004837_2.jpg|images/workers/samples/WRK004837_3.jpg,Yes,Yes,worker_onboarding_portal,13/08/2021 3:10
CUST-5838,24,Male,GT Road,04/08/2025,Active,31.578976,74.310204,"House 75, Block H, GT Road, Lahore",Home,0,1.6,Any,Afternoon,14:30,22:00,High,Medium,Carpenter,Carpentry,Want a professional to assess and quote,Expert,Urdu,1300,28900,Yes,Yes,No,Low,profiles/cust-5838.jpg,voice_notes/cust-5838_note.mp3,73,1.6,4,29,30/10/2025,1,0.03,WRK004838,Omar Yousaf,3036009615,omar.yousaf623@hotmail.com,d20f97a6eaa9cc22f5fbcfc47bca152b8c8ff34e03bb725cc43d300dcc3b23bd,suspended,14/07/2022,15/05/2023 11:16,31.635942,74.286579,Lahore,Sabzazar,13,Cabinet Work,Bathroom Fitting|Panel Installation|Floor Mopping,Carpenter,Expert,20,No,"Saturday,Sunday",8:15:00,21:30:00,No,Yes,1300,400,No,PKR 1300-1800,32944-8222844-7,documents/cnic/front/WRK004838_front.jpg,documents/cnic/back/WRK004838_back.jpg,Yes,Technical Vocational Certificate,failed,5.4,30,1,3,1,No,3.7,4,23,0,18520.96,12,1036192.73,57059.98,27/02/2024 10:01,0.538,Yes,0.977,images/workers/profiles/WRK004838.jpg,videos/workers/intro/WRK004838.mp4,images/workers/samples/WRK004838_1.jpg|images/workers/samples/WRK004838_2.jpg|images/workers/samples/WRK004838_3.jpg,Yes,Yes,worker_onboarding_portal,01/03/2024 14:55
CUST-5839,43,Male,Garden Town,30/07/2025,Inactive,31.514278,74.327925,"House 401, Block G, Garden Town, Lahore",Home,0,19.8,Wednesday,Night,14:00,22:00,High,Medium,Carpenter,Carpentry,Inspection and report required first,No Preference,English,4700,8100,No,Yes,No,Medium,profiles/cust-5839.jpg,voice_notes/cust-5839_note.mp3,109,3.4,4.5,75,22/11/2025,4,0.05,WRK004839,Waris Khan,3019759840,waris.khan115@hotmail.com,993af6acb4c5991fe0f930099517d531d70f4146c72f19310116ecd1fc8a8b27,active,05/09/2021,17/06/2022 17:55,31.47856,74.4154,Lahore,Anarkali,4,Tap Replacement,Office Cleaning|Sofa Cleaning|AC Repair,Plumber,Intermediate,10,No,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:30:00,19:30:00,No,No,3700,100,No,PKR 3700-4700,46377-2591142-8,documents/cnic/front/WRK004839_front.jpg,documents/cnic/back/WRK004839_back.jpg,No,None,pending,7.4,426,59,13,1,No,4.6,3.9,329,28,46770.02,12,1440731.46,107457.36,16/07/2024 2:41,0.764,Yes,0.454,images/workers/profiles/WRK004839.jpg,videos/workers/intro/WRK004839.mp4,images/workers/samples/WRK004839_1.jpg|images/workers/samples/WRK004839_2.jpg|images/workers/samples/WRK004839_3.jpg,Yes,No,worker_onboarding_portal,14/06/2024 2:19
CUST-5840,27,Male,Valencia Town,19/10/2025,Active,31.44228,74.302067,"House 152, Block J, Valencia Town, Lahore",Home,0,9.1,Tuesday,Any,16:30,20:30,Low,Low,Plumber,Plumbing,Want a professional to assess and quote,No Preference,Urdu,500,7500,No,No,No,Low,profiles/cust-5840.jpg,voice_notes/cust-5840_note.mp3,37,1,2.6,47,29/08/2025,13,0.28,WRK004840,Naeem Khan,3039238136,naeem.khan984@gmail.com,76c06be4d986358dee343f8a58d781b9856eb3cc87a45eef970287da2f3aaf81,active,30/03/2023,26/12/2025 18:06,31.640614,74.399,Lahore,Iqbal Town,2,Post-Construction,Drainage,Cleaner,Intermediate,19,No,"Monday,Tuesday,Thursday,Friday,Saturday",9:30:00,18:30:00,No,Yes,1200,500,No,PKR 1200-1700,31681-9550941-6,documents/cnic/front/WRK004840_front.jpg,documents/cnic/back/WRK004840_back.jpg,Yes,ITI Certificate,verified,7.9,356,42,28,3,No,3.8,3.6,124,17,28190.53,20,720609.53,70141.94,24/02/2025 4:02,0.916,No,0.476,images/workers/profiles/WRK004840.jpg,videos/workers/intro/WRK004840.mp4,images/workers/samples/WRK004840_1.jpg|images/workers/samples/WRK004840_2.jpg|images/workers/samples/WRK004840_3.jpg,Yes,Yes,worker_onboarding_portal,03/05/2024 4:13
CUST-5841,33,Male,Mall Road,14/03/2025,Active,31.562565,74.326227,"House 228, Block K, Mall Road, Lahore",Home,0,4.8,Sunday,Afternoon,16:00,18:00,Low,Medium,Electrician,Electrical,New construction work needed,Beginner,English,1500,4100,No,No,No,Low,profiles/cust-5841.jpg,voice_notes/cust-5841_note.mp3,23,3.1,4.3,54,19/09/2025,0,0,WRK004841,Rauf Yousaf,3408415845,rauf.yousaf595@gmail.com,f1a2ee471c945b32a48bbff37223af31c635ea73483ae2d70742abfef1df3596,active,04/07/2025,12/10/2025 10:37,31.582691,74.250097,Lahore,Barki Road,7,Wiring,Tap Replacement|Drainage,Electrician,Expert,11,Yes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",7:30:00,20:30:00,Yes,No,3800,300,No,PKR 3800-4800,39192-3633961-6,documents/cnic/front/WRK004841_front.jpg,documents/cnic/back/WRK004841_back.jpg,Yes,Diploma in Trade,verified,5.4,741,75,12,5,No,4.2,3.6,411,9,21127.12,12,476906.72,32449.18,14/01/2026 4:52,0.755,No,0.815,images/workers/profiles/WRK004841.jpg,videos/workers/intro/WRK004841.mp4,images/workers/samples/WRK004841_1.jpg|images/workers/samples/WRK004841_2.jpg|images/workers/samples/WRK004841_3.jpg,No,Yes,worker_onboarding_portal,15/02/2026 6:23
